"MoveCount","CameraMove","Move","GripperPickupOwnPieceSuccess","GripperPutdownOwnPieceSuccess","GripperShouldPickupDeadPiece","GripperPickupDeadPieceSuccess","GripperPutdownDeadPieceSuccess","GripperPickupEnemyPiece","GripperPickupEnemyPieceSuccess","GripperPutdownEnemyPieceSuccess","ExtraPickupForCastling","ExtraPickupForCastlingSuccess","AngleOfTransformationMatrixChessboard","AngleOfTransformationMatrixPegs","MovesTriedBeforeSuccess","MostLikelyCameraMove","SecondMostLikelyCameraMove","ThirdMostLikelyCameraMove","MostLikelyCameraMoveScore","SecondMostLikelyCameraMoveScore","ThirdMostLikelyCameraMoveScore","CameraCorrectGreenCornorLocation","CameraCorrectYellowCornorLocation","CameraCorrectRedPegLocation","CameraCorrectYellowPegLocation","RobotManagesToMakeMovement"
"0","1","e2e4","1","1","0","1","1","0","1","1","0","1","-0.047157","-0.434709","1","e4e2","e4b1","e4h1","2.468497","2.080675","2.020792","1","1","1","1","1"
"0","Null","c7c5","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d2d3","1","1","0","1","1","0","1","1","0","1","-0.047157","-0.434709","1","d2d3","d2d1","d2c1","2.132926","2.004335","1.954879","1","1","1","1","1"
"0","Null","b8c6","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","b1c3","1","1","0","1","1","0","1","1","0","1","-0.047157","-0.434709","1","c3b1","c3h1","c3g1","2.137920","1.700827","1.700827","1","1","1","1","1"
"0","Null","g7g6","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","c1e3","1","1","0","1","1","0","1","1","0","1","-0.047157","-0.434709","1","c1e3","c1h1","c1g1","3.185518","1.700827","1.700827","1","1","1","1","1"
"0","Null","d7d6","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","b2b3","1","1","0","1","1","0","1","1","0","1","-0.047157","-0.434709","1","b2b3","b2b1","b2a2","2.042852","1.839263","1.839263","1","1","1","1","1"
"0","Null","f8g7","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d1d2","1","1","0","1","1","0","1","1","0","1","-0.047157","-0.434709","1","d2d1","d2h1","d2g1","2.132571","1.700827","1.700827","1","1","1","1","1"
"0","Null","f7f5","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g2g3","1","1","0","1","1","0","1","1","0","1","-0.047157","-0.434709","1","g3g2","g3h1","g3g1","2.491042","1.700827","1.700827","1","1","1","1","1"
"0","Null","f5e4","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d3e4","1","1","1","1","1","0","1","1","0","1","-0.047157","-0.434709","1","e4d3","e4h1","e4g1","1.973046","1.700827","1.700827","1","1","1","1","1"
